Photodiode,AsyncPulse,BonsaiTime
78,0,49967469.6192
58,0,49967470.6816
83,0,49967471.7568
81,0,49967472.7552
74,0,49967473.8176
81,0,49967474.8928
77,0,49967475.968
64,0,49967477.0304
66,0,49967478.1056
72,0,49967479.1936
71,0,49967480.2432
68,0,49967481.3056
68,0,49967482.368
73,0,49967483.4304
68,0,49967484.5184
64,0,49967485.568
70,0,49967486.6688
77,0,49967487.7312
70,0,49967488.768
60,0,49967489.8176
80,0,49967490.8672
68,0,49967491.9552
64,0,49967493.0176
71,0,49967494.1952
78,0,49967495.2064
83,0,49967496.2048
64,0,49967497.2672
70,0,49967498.3424
69,0,49967499.392
81,0,49967500.5184
82,0,49967501.568
72,0,49967502.6176
69,0,49967503.7184
72,0,49967504.8832
71,0,49967505.792
71,0,49967506.8672
74,0,49967507.968
82,0,49967509.0048
64,0,49967510.0672
60,0,49967511.1296
71,0,49967512.2176
80,0,49967513.2672
83,0,49967514.3296
77,0,49967515.3792
66,0,49967516.4544
71,0,49967517.568
80,0,49967518.6176
75,0,49967519.6672
80,0,49967520.768
81,0,49967521.7664
61,0,49967522.8416
66,0,49967523.904
69,0,49967524.9792
74,0,49967526.144
68,0,49967527.168
72,0,49967528.1664
82,0,49967529.2288
81,0,49967530.304
83,0,49967531.3792
80,0,49967532.4288
74,0,49967533.5168
73,0,49967534.5792
76,0,49967535.68
77,0,49967536.7168
67,0,49967537.792
78,0,49967538.8544
82,0,49967539.9168
74,0,49967540.9664
73,0,49967542.0544
82,0,49967543.1296
77,0,49967544.1408
70,0,49967545.216
67,0,49967546.3168
72,0,49967547.3664
77,0,49967548.4288
75,0,49967549.5296
68,0,49967550.5792
75,0,49967551.6288
81,0,49967552.6784
66,0,49967553.7664
68,0,49967554.8288
69,0,49967555.8784
76,0,49967556.9664
71,0,49967558.0032
74,0,49967559.0784
69,0,49967560.1536
81,0,49967561.2032
76,0,49967562.2784
58,0,49967563.328
82,0,49967564.4032
76,0,49967565.5296
67,0,49967566.5792
75,0,49967567.6288
68,0,49967568.6912
66,0,49967569.7792
80,0,49967570.8288
73,0,49967571.8528
65,0,49967572.9152
75,0,49967574.08
72,0,49967575.0272
71,0,49967576.1024
69,0,49967577.1776
77,0,49967578.24
78,0,49967579.3024
70,0,49967580.3648
71,0,49967581.4528
68,0,49967582.528
67,0,49967583.5776
73,0,49967584.6784
83,0,49967585.728
64,0,49967586.7904
59,0,49967587.8272
63,0,49967588.8896
74,0,49967589.9648
72,0,49967591.0528
68,0,49967592.0896
69,0,49967593.1776
69,0,49967594.24
80,0,49967595.2896
67,0,49967596.3648
69,0,49967597.4016
68,0,49967598.528
81,0,49967599.6544
78,0,49967600.64
72,0,49967601.6768
65,0,49967602.7776
73,0,49967603.8016
82,0,49967604.864
81,0,49967605.9392
82,0,49967607.0272
76,0,49967608.1152
77,0,49967609.2928
63,0,49967610.2016
62,0,49967611.2768
78,0,49967612.3392
82,0,49967613.4016
72,0,49967614.464
72,0,49967615.5264
77,0,49967616.5888
73,0,49967617.6896
67,0,49967618.7776
72,0,49967619.776
79,0,49967620.864
68,0,49967621.9136
66,0,49967622.9888
66,0,49967624.0512
76,0,49967625.1008
75,0,49967626.2784
69,0,49967627.2384
83,0,49967628.3136
83,0,49967629.376
82,0,49967630.4384
83,0,49967631.5776
83,0,49967632.6784
81,0,49967633.7024
80,0,49967634.7392
66,0,49967635.7888
72,0,49967636.8384
68,0,49967637.9008
68,0,49967638.9632
67,0,49967640.0256
78,0,49967641.1008
79,0,49967642.1504
81,0,49967643.2384
66,0,49967644.2752
66,0,49967645.3376
64,0,49967646.4128
82,0,49967647.5392
83,0,49967648.5888
81,0,49967649.6384
72,0,49967650.7008
72,0,49967651.7888
75,0,49967652.8128
70,0,49967653.8624
67,0,49967654.912
70,0,49967656
68,0,49967657.0752
64,0,49967658.1632
72,0,49967659.2
78,0,49967660.2624
77,0,49967661.3376
76,0,49967662.4
68,0,49967663.4624
66,0,49967664.5376
70,0,49967665.5872
73,0,49967666.7008
60,0,49967667.7376
61,0,49967668.7872
71,0,49967669.8496
68,0,49967670.9376
68,0,49967671.9872
74,0,49967673.0496
76,0,49967674.112
66,0,49967675.1744
76,0,49967676.2496
82,0,49967677.312
83,0,49967678.3616
67,0,49967679.7056
72,0,49967680.5376
76,0,49967681.6
76,0,49967682.6368
76,0,49967683.7376
68,0,49967684.7872
66,0,49967685.8496
81,0,49967686.8992
80,0,49967687.9744
65,0,49967689.0624
65,0,49967690.112
67,0,49967691.1616
68,0,49967692.224
68,0,49967693.3248
80,0,49967694.3616
66,0,49967695.4112
66,0,49967696.4736
72,0,49967697.6
83,0,49967698.6496
72,0,49967699.6992
66,0,49967700.7872
80,0,49967701.824
83,0,49967702.8736
79,0,49967703.9232
70,0,49967704.9984
72,0,49967706.0608
65,0,49967707.1232
66,0,49967708.224
67,0,49967709.2864
69,0,49967710.3744
72,0,49967711.3984
85,0,49967712.4736
82,0,49967713.5488
65,0,49967714.6496
71,0,49967715.6992
77,0,49967716.7488
77,0,49967717.888
71,0,49967718.8608
64,0,49967719.9232
77,0,49967721.0496
78,0,49967722.0736
67,0,49967723.1104
80,0,49967724.288
75,0,49967725.2352
68,0,49967726.3104
75,0,49967727.3856
76,0,49967728.4352
68,0,49967729.5488
78,0,49967730.5984
78,0,49967731.648
75,0,49967732.7488
70,0,49967733.7984
70,0,49967734.8224
67,0,49967735.9104
67,0,49967736.9856
76,0,49967738.0224
73,0,49967739.1104
58,0,49967740.16
61,0,49967741.2352
67,0,49967742.2848
80,0,49967743.6288
81,0,49967744.4224
77,0,49967745.4848
76,0,49967746.7008
84,0,49967747.6608
80,0,49967748.6976
68,0,49967749.7984
82,0,49967750.8224
78,0,49967751.8848
68,0,49967752.9216
65,0,49967754.1632
70,0,49967755.072
81,0,49967756.1344
80,0,49967757.1968
71,0,49967758.2976
69,0,49967759.424
68,0,49967760.4096
66,0,49967761.472
67,0,49967762.6112
83,0,49967763.5968
83,0,49967764.7104
68,0,49967765.76
74,0,49967766.7968
76,0,49967767.8592
69,0,49967768.9344
70,0,49967769.984
72,0,49967771.1232
74,0,49967772.1344
64,0,49967773.184
66,0,49967774.272
74,0,49967775.296
67,0,49967776.384
63,0,49967777.4336
83,0,49967778.5472
82,0,49967779.6096
77,0,49967780.6592
67,0,49967781.7472
72,0,49967782.7968
84,0,49967783.8336
78,0,49967784.9088
76,0,49967785.9584
74,0,49967787.0464
67,0,49967788.1344
63,0,49967789.1584
70,0,49967790.2464
62,0,49967791.296
62,0,49967792.3584
63,0,49967793.408
83,0,49967794.496
82,0,49967795.5584
75,0,49967796.6592
67,0,49967797.7088
81,0,49967798.7968
80,0,49967799.7952
67,0,49967800.8832
72,0,49967801.9328
76,0,49967803.0208
67,0,49967804.0704
66,0,49967805.1328
75,0,49967806.2208
68,0,49967807.2576
68,0,49967808.3328
78,0,49967809.3952
82,0,49967810.4576
82,0,49967811.5584
77,0,49967812.6592
77,0,49967813.6704
84,0,49967814.7584
82,0,49967815.808
63,0,49967816.8576
66,0,49967817.9584
73,0,49967819.008
66,0,49967820.0448
75,0,49967821.12
79,0,49967822.1696
74,0,49967823.2576
67,0,49967824.4096
64,0,49967825.3824
78,0,49967826.432
72,0,49967827.5072
69,0,49967828.608
74,0,49967829.6576
82,0,49967830.72
82,0,49967831.808
64,0,49967832.8704
68,0,49967833.8944
77,0,49967834.9568
76,0,49967836.0192
71,0,49967837.0944
78,0,49967838.1824
75,0,49967839.232
78,0,49967840.2944
64,0,49967841.3568
72,0,49967842.4192
81,0,49967843.5968
83,0,49967844.5568
65,0,49967845.6704
67,0,49967846.72
71,0,49967847.8208
66,0,49967848.8064
77,0,49967849.8688
83,0,49967850.9312
62,0,49967852.0064
72,0,49967853.0816
78,0,49967854.1184
70,0,49967855.2064
63,0,49967856.2688
66,0,49967857.3184
79,0,49967858.3808
66,0,49967859.5072
60,0,49967860.5184
68,0,49967861.6192
68,0,49967862.6688
68,0,49967863.7696
74,0,49967864.8064
79,0,49967865.8944
82,0,49967866.9184
66,0,49967867.9936
65,0,49967869.0432
74,0,49967870.1312
73,0,49967871.1808
66,0,49967872.2432
70,0,49967873.3184
70,0,49967874.3808
65,0,49967875.4432
61,0,49967876.5056
80,0,49967877.6704
83,0,49967878.6688
78,0,49967879.7184
70,0,49967880.7808
79,0,49967881.8176
76,0,49967882.8928
71,0,49967883.9424
80,0,49967885.0176
72,0,49967886.0928
68,0,49967887.1552
70,0,49967888.3712
65,0,49967889.3056
61,0,49967890.368
66,0,49967891.4176
74,0,49967892.4928
71,0,49967893.6192
62,0,49967894.6816
69,0,49967895.7184
67,0,49967896.96
67,0,49967897.8176
76,0,49967898.9696
73,0,49967899.9424
64,0,49967901.0048
61,0,49967902.08
79,0,49967903.1552
76,0,49967904.2176
65,0,49967905.2672
82,0,49967906.3168
73,0,49967907.4048
65,0,49967908.4416
78,0,49967909.568
69,0,49967910.6944
81,0,49967911.6672
75,0,49967912.7296
66,0,49967913.8176
60,0,49967914.88
64,0,49967915.9296
67,0,49967917.0048
77,0,49967918.0544
73,0,49967919.1296
71,0,49967920.192
67,0,49967921.2416
75,0,49967922.3168
77,0,49967923.392
70,0,49967924.4416
63,0,49967925.5168
63,0,49967926.6944
72,0,49967927.68
69,0,49967928.896
72,0,49967929.8176
76,0,49967930.816
81,0,49967931.904
80,0,49967932.9536
64,0,49967934.0288
82,0,49967935.0912
74,0,49967936.1408
72,0,49967937.216
65,0,49967938.2784
59,0,49967939.3536
62,0,49967940.4288
70,0,49967941.4912
78,0,49967942.5792
73,0,49967943.6288
66,0,49967944.768
68,0,49967945.7792
69,0,49967946.816
82,0,49967947.8784
80,0,49967948.9408
69,0,49967950.0032
79,0,49967951.0656
82,0,49967952.1152
82,0,49967953.1904
72,0,49967954.2528
69,0,49967955.328
65,0,49967956.3776
81,0,49967957.44
81,0,49967958.5024
77,0,49967959.6288
76,0,49967960.7168
81,0,49967961.728
69,0,49967962.8288
67,0,49967963.8528
66,0,49967964.9152
66,0,49967965.9776
69,0,49967967.04
78,0,49967968.128
73,0,49967969.1904
71,0,49967970.24
81,0,49967971.3024
82,0,49967972.352
65,0,49967973.4272
76,0,49967974.5152
77,0,49967975.5776
65,0,49967976.832
66,0,49967977.7408
68,0,49967978.7776
82,0,49967979.84
71,0,49967980.8896
62,0,49967981.9392
83,0,49967983.0144
82,0,49967984.064
71,0,49967985.1392
76,0,49967986.1888
75,0,49967987.2768
65,0,49967988.352
65,0,49967989.4144
69,0,49967990.4896
67,0,49967991.5776
69,0,49967992.704
66,0,49967993.6896
70,0,49967994.7904
80,0,49967995.8272
78,0,49967996.8896
58,0,49967997.9392
82,0,49967998.9888
76,0,49968000.064
72,0,49968001.1264
77,0,49968002.1888
74,0,49968003.2512
65,0,49968004.3136
64,0,49968005.3888
72,0,49968006.4512
77,0,49968007.5136
68,0,49968008.6656
69,0,49968009.7536
66,0,49968010.7648
76,0,49968011.8272
72,0,49968012.8384
70,0,49968013.888
65,0,49968014.9632
64,0,49968016.0512
64,0,49968017.1136
76,0,49968018.1888
74,0,49968019.2512
75,0,49968020.288
67,0,49968021.376
60,0,49968022.4128
58,0,49968023.5008
81,0,49968024.6272
78,0,49968025.6384
71,0,49968026.688
70,0,49968027.7888
71,0,49968028.8512
73,0,49968029.8624
73,0,49968030.9504
68,0,49968032.0128
69,0,49968033.0624
78,0,49968034.1376
74,0,49968035.2
75,0,49968036.2624
77,0,49968037.3376
82,0,49968038.3872
75,0,49968039.4624
73,0,49968040.5248
77,0,49968041.6384
77,0,49968042.7776
74,0,49968043.84
66,0,49968044.8512
67,0,49968045.8624
76,0,49968046.9248
72,0,49968047.9872
66,0,49968049.1008
75,0,49968050.1248
65,0,49968051.1744
63,0,49968052.2368
75,0,49968053.312
80,0,49968054.3744
81,0,49968055.4496
68,0,49968056.4992
75,0,49968057.5872
81,0,49968058.688
61,0,49968059.7504
64,0,49968060.8
77,0,49968061.8368
76,0,49968062.8864
73,0,49968063.9488
66,0,49968065.024
68,0,49968066.1248
72,0,49968067.1616
67,0,49968068.224
65,0,49968069.2864
69,0,49968070.4512
69,0,49968071.4112
82,0,49968072.4992
72,0,49968073.5872
69,0,49968074.6368
75,0,49968075.6992
78,0,49968076.7872
72,0,49968077.8368
72,0,49968078.8992
73,0,49968079.936
83,0,49968080.9984
59,0,49968082.0736
62,0,49968083.1232
63,0,49968084.1856
83,0,49968085.2608
83,0,49968086.3232
80,0,49968087.3856
70,0,49968088.448
80,0,49968089.5232
82,0,49968090.5984
77,0,49968091.6992
85,0,49968092.9152
74,0,49968093.9392
73,0,49968094.8352
68,0,49968096.1152
78,0,49968096.9728
72,0,49968098.0608
74,0,49968099.0976
70,0,49968100.1728
76,0,49968101.248
75,0,49968102.2976
81,0,49968103.3728
58,0,49968104.6272
65,0,49968105.4976
65,0,49968106.5984
78,0,49968107.648
77,0,49968108.7104
70,0,49968109.7984
84,0,49968110.9632
84,0,49968111.8848
82,0,49968112.9472
70,0,49968113.9968
73,0,49968115.0848
82,0,49968116.1344
82,0,49968117.2096
79,0,49968118.2976
80,0,49968119.3472
73,0,49968120.4352
65,0,49968121.4848
67,0,49968122.5984
80,0,49968123.648
71,0,49968124.6976
67,0,49968125.76
80,0,49968126.8992
72,0,49968128.0512
59,0,49968128.96
85,0,49968130.0096
82,0,49968131.0592
80,0,49968132.1344
69,0,49968133.184
70,0,49968134.2592
77,0,49968135.3088
66,0,49968136.3712
68,0,49968137.4592
69,0,49968138.56
77,0,49968139.5968
64,0,49968140.6592
62,0,49968141.7472
71,0,49968142.8992
75,0,49968143.9616
81,0,49968144.9216
75,0,49968145.9712
82,0,49968147.0592
79,0,49968148.1216
66,0,49968149.184
75,0,49968150.2592
82,0,49968151.3088
65,0,49968152.384
62,0,49968153.4336
65,0,49968154.5088
75,0,49968155.5968
79,0,49968156.6592
67,0,49968157.7088
74,0,49968158.8096
79,0,49968159.8464
76,0,49968160.8832
69,0,49968161.9584
70,0,49968163.0208
80,0,49968164.0832
63,0,49968165.1456
60,0,49968166.2208
68,0,49968167.2832
69,0,49968168.3712
62,0,49968169.408
67,0,49968170.4832
81,0,49968171.5968
77,0,49968172.6592
70,0,49968173.7088
68,0,49968174.7584
77,0,49968175.8464
81,0,49968176.8704
69,0,49968177.9328
72,0,49968179.0464
79,0,49968180.0832
66,0,49968181.1328
67,0,49968182.1952
76,0,49968183.2576
77,0,49968184.3328
69,0,49968185.3952
61,0,49968186.4704
81,0,49968187.5072
72,0,49968188.608
65,0,49968189.6448
77,0,49968190.7584
81,0,49968191.808
76,0,49968192.8576
71,0,49968193.9072
70,0,49968194.9824
67,0,49968196.0576
66,0,49968197.1072
71,0,49968198.1696
79,0,49968199.232
69,0,49968200.3072
64,0,49968201.3824
59,0,49968202.4448
81,0,49968203.52
75,0,49968204.6208
75,0,49968205.6576
71,0,49968206.7072
78,0,49968207.808
81,0,49968208.8576
62,0,49968209.8944
66,0,49968210.9696
71,0,49968212.0192
82,0,49968213.0944
73,0,49968214.144
68,0,49968215.2192
81,0,49968216.2816
82,0,49968217.344
71,0,49968218.3936
66,0,49968219.5072
66,0,49968220.5312
63,0,49968221.6576
66,0,49968222.7072
78,0,49968223.7568
75,0,49968224.8704
69,0,49968225.8944
72,0,49968226.9312
67,0,49968228.0192
81,0,49968229.056
75,0,49968230.1184
62,0,49968231.1936
77,0,49968232.2432
78,0,49968233.3184
70,0,49968234.3808
69,0,49968235.456
71,0,49968236.5312
75,0,49968237.6064
63,0,49968238.72
79,0,49968239.8976
83,0,49968240.8192
70,0,49968241.856
68,0,49968242.9184
69,0,49968244.032
76,0,49968245.056
77,0,49968246.1312
80,0,49968247.1808
82,0,49968248.256
81,0,49968249.4336
80,0,49968250.3808
69,0,49968251.4688
70,0,49968252.5056
81,0,49968253.6192
66,0,49968254.6688
66,0,49968255.7184
77,0,49968256.8192
65,0,49968257.8688
62,0,49968258.88
70,0,49968259.9808
81,0,49968261.0176
74,0,49968262.08
68,0,49968263.1424
82,0,49968264.2048
80,0,49968265.2928
76,0,49968266.3424
69,0,49968267.392
74,0,49968268.4672
81,0,49968269.5296
75,0,49968270.6176
73,0,49968271.9488
76,0,49968272.768
80,0,49968273.8688
78,0,49968274.8672
61,0,49968275.9424
84,0,49968276.9792
82,0,49968278.0544
81,0,49968279.1296
64,0,49968280.2048
71,0,49968281.2672
75,0,49968282.3168
67,0,49968283.3792
67,0,49968284.4672
73,0,49968285.504
70,0,49968286.6176
71,0,49968287.68
71,0,49968288.7296
70,0,49968289.8304
78,0,49968290.8672
81,0,49968291.904
69,0,49968292.9792
67,0,49968294.0416
74,0,49968295.104
81,0,49968296.1408
78,0,49968297.2288
84,0,49968298.304
81,0,49968299.3792
68,0,49968300.4416
66,0,49968301.504
74,0,49968302.5792
78,0,49968303.68
71,0,49968304.7168
78,0,49968305.7664
80,0,49968306.8672
78,0,49968307.904
68,0,49968308.9536
67,0,49968310.0416
71,0,49968311.0784
82,0,49968312.1792
84,0,49968313.2416
82,0,49968314.304
66,0,49968315.3792
61,0,49968316.4032
60,0,49968317.4656
82,0,49968318.6048
81,0,49968319.6288
72,0,49968320.6784
68,0,49968321.7792
70,0,49968322.8288
67,0,49968323.8912
72,0,49968324.9536
61,0,49968326.0544
63,0,49968327.0784
82,0,49968328.1536
69,0,49968329.2032
68,0,49968330.2656
74,0,49968331.328
66,0,49968332.4032
74,1,49968333.4656
73,1,49968334.5152
80,1,49968335.616
81,1,49968336.6784
64,1,49968337.728
63,1,49968338.816
67,1,49968339.8656
75,1,49968340.9024
68,1,49968341.9648
74,1,49968343.0272
76,1,49968344.0896
62,1,49968345.152
74,1,49968346.2144
78,1,49968347.2896
79,1,49968348.3648
73,1,49968349.44
67,1,49968350.4896
73,1,49968351.5648
79,1,49968352.6272
63,1,49968353.728
63,1,49968354.7776
68,1,49968355.8784
68,1,49968356.8768
68,1,49968357.952
76,1,49968359.0016
66,1,49968360.0896
65,1,49968361.1392
64,1,49968362.2016
82,1,49968363.2768
74,1,49968364.3392
66,1,49968365.4016
78,1,49968366.4896
78,1,49968367.552
67,1,49968368.6272
79,1,49968369.6768
80,1,49968370.7264
76,1,49968371.8272
74,1,49968372.8768
80,1,49968373.9264
78,1,49968375.0016
76,1,49968376.0768
69,1,49968377.1776
67,1,49968378.1888
80,1,49968379.2768
79,1,49968380.3264
75,1,49968381.376
74,1,49968382.4512
80,1,49968383.5136
79,1,49968384.6272
67,1,49968385.6768
65,1,49968386.7392
69,1,49968387.7888
73,1,49968388.9152
77,1,49968389.9136
74,1,49968390.9632
68,1,49968392.0384
72,1,49968393.1264
78,1,49968394.2784
66,1,49968395.2256
59,1,49968396.3136
70,1,49968397.3504
67,1,49968398.4256
59,1,49968399.5008
73,1,49968400.576
81,1,49968401.6768
72,1,49968402.7392
70,1,49968403.7888
69,1,49968404.8768
77,1,49968405.888
76,1,49968406.9632
69,1,49968408.0128
81,1,49968409.088
83,1,49968410.1888
64,1,49968411.2
78,1,49968412.2752
85,1,49968413.3376
68,1,49968414.4128
68,1,49968415.4752
75,1,49968416.5504
67,1,49968417.6256
67,1,49968418.688
69,1,49968419.7376
72,1,49968420.8384
65,1,49968421.8752
66,1,49968422.912
79,1,49968424
80,1,49968425.088
84,1,49968426.176
84,1,49968427.1744
68,1,49968428.2752
67,1,49968429.3376
80,1,49968430.4128
80,1,49968431.4624
76,1,49968432.512
68,1,49968433.6384
65,1,49968434.688
62,1,49968435.7376
64,1,49968436.8384
62,1,49968437.888
67,1,49968438.912
75,1,49968439.9744
68,1,49968441.0368
67,1,49968442.112
80,1,49968443.1872
76,1,49968444.224
68,1,49968445.3248
77,1,49968446.3488
76,1,49968447.4368
79,1,49968448.512
74,1,49968449.6384
72,1,49968450.6368
68,1,49968451.7376
65,1,49968452.7872
68,1,49968453.888
69,1,49968454.8864
76,1,49968455.9744
77,1,49968457.024
71,1,49968458.0864
77,1,49968459.136
80,1,49968460.1984
76,1,49968461.2736
64,1,49968462.3488
69,1,49968463.424
77,1,49968464.4736
72,1,49968465.5488
64,1,49968466.5984
58,1,49968467.6864
80,1,49968468.7488
65,1,49968469.8368
60,1,49968470.8864
83,1,49968471.9488
79,1,49968472.9984
70,1,49968474.048
69,1,49968475.1232
72,1,49968476.1984
70,1,49968477.312
67,1,49968478.3232
69,1,49968479.3984
74,1,49968480.4736
79,1,49968481.5104
65,1,49968482.5984
60,1,49968483.6992
78,1,49968484.7488
68,1,49968485.7856
62,1,49968486.8864
81,1,49968487.936
80,1,49968488.9728
79,1,49968490.0096
65,1,49968491.1104
78,1,49968492.1728
79,1,49968493.2352
69,1,49968494.3104
67,1,49968495.3472
67,1,49968496.4352
78,1,49968497.4848
81,1,49968498.56
83,1,49968499.6352
77,1,49968500.6976
73,1,49968501.7984
80,1,49968502.8864
82,1,49968503.8976
71,1,49968504.96
67,1,49968506.0224
74,1,49968507.0848
76,1,49968508.1472
81,1,49968509.2864
72,1,49968510.3616
68,1,49968511.3344
67,1,49968512.4096
77,1,49968513.472
70,1,49968514.5216
67,1,49968515.648
75,1,49968516.6976
81,1,49968517.7472
82,1,49968518.848
66,1,49968519.8976
66,1,49968520.9216
66,1,49968521.984
80,1,49968523.0592
78,1,49968524.1216
77,1,49968525.1968
77,1,49968526.272
69,1,49968527.3344
64,1,49968528.3968
64,1,49968529.472
76,1,49968530.5088
84,1,49968531.584
66,1,49968532.6464
66,1,49968533.7472
77,1,49968534.912
66,1,49968535.8976
60,1,49968536.9472
60,1,49968537.9712
78,1,49968539.0336
68,1,49968540.096
67,1,49968541.1584
79,1,49968542.2336
68,1,49968543.4368
64,1,49968544.3712
77,1,49968545.4336
82,1,49968546.4832
82,1,49968547.5456
69,1,49968548.5952
59,1,49968549.7216
64,1,49968550.7456
64,1,49968551.8464
66,1,49968552.9216
80,1,49968553.9584
80,1,49968555.0208
70,1,49968556.0832
67,1,49968557.184
78,1,49968558.2208
74,1,49968562.432
76,1,49968562.5088
77,1,49968562.5216
74,1,49968562.5216
68,1,49968563.5712
70,1,49968564.608
73,1,49968565.7088
73,1,49968566.7584
77,1,49968567.7952
65,1,49968569.0496
67,1,49968569.9328
70,1,49968571.008
68,1,49968572.032
67,1,49968573.1456
77,1,49968574.1824
75,1,49968575.296
67,1,49968576.384
62,1,49968577.3952
65,1,49968578.432
71,1,49968579.5328
76,1,49968580.6464
82,1,49968581.6448
82,1,49968582.7584
62,1,49968583.808
65,1,49968585.024
71,1,49968585.8944
78,1,49968586.9568
78,1,49968588.3392
71,1,49968589.0944
74,1,49968590.1696
81,1,49968591.2192
77,1,49968592.2816
74,1,49968593.344
67,1,49968594.3936
70,1,49968595.4816
82,1,49968596.5312
81,1,49968597.5936
81,1,49968598.72
64,1,49968599.7568
69,1,49968600.8192
75,1,49968601.9072
69,1,49968602.9312
77,1,49968604.0192
82,1,49968605.0944
82,1,49968606.1312
83,1,49968607.1936
79,1,49968608.2688
64,1,49968609.3696
68,1,49968610.3936
79,1,49968611.4688
66,1,49968612.5312
68,1,49968613.5936
70,1,49968614.656
76,1,49968615.7568
66,1,49968616.8576
76,1,49968617.9072
79,1,49968618.9184
77,1,49968619.968
66,1,49968621.0304
70,1,49968622.1184
66,1,49968623.1808
65,1,49968624.2304
85,1,49968625.2928
77,1,49968626.368
63,1,49968627.4048
67,1,49968628.4928
67,1,49968629.568
72,1,49968630.656
79,1,49968631.7056
81,1,49968632.8448
81,1,49968633.856
65,1,49968634.9056
63,1,49968635.968
69,1,49968637.0176
74,1,49968638.0928
67,1,49968639.1552
69,1,49968640.2176
80,1,49968641.28
71,1,49968642.3552
64,1,49968643.4176
78,1,49968644.4928
82,1,49968645.5296
84,1,49968646.592
67,1,49968647.7184
75,1,49968648.8448
77,1,49968649.8176
67,1,49968650.9056
69,1,49968651.9424
73,1,49968652.992
72,1,49968654.0672
76,1,49968655.1424
72,1,49968656.2176
71,1,49968657.2928
76,1,49968658.3296
81,1,49968659.4176
69,1,49968660.4672
71,1,49968661.5296
76,1,49968662.592
72,1,49968663.6672
77,1,49968664.7936
79,1,49968665.8176
71,1,49968666.9056
66,1,49968667.9168
79,1,49968669.0688
66,1,49968670.0544
70,1,49968671.104
76,1,49968672.1664
70,1,49968673.2288
66,1,49968674.304
66,1,49968675.3536
84,1,49968676.4288
79,1,49968677.5552
77,1,49968678.5536
77,1,49968679.7056
81,1,49968680.832
79,1,49968681.7664
70,1,49968682.8672
66,1,49968684.0192
68,1,49968684.9536
80,1,49968686.0288
79,1,49968687.0656
68,1,49968688.1536
74,1,49968689.216
79,1,49968690.2784
81,1,49968691.3408
67,1,49968692.3904
69,1,49968693.504
72,1,49968694.528
77,1,49968695.6032
78,1,49968696.704
71,1,49968697.7664
80,1,49968698.816
77,1,49968699.9168
61,1,49968700.928
72,1,49968702.0032
71,1,49968703.04
65,1,49968704.128
66,1,49968705.1904
69,1,49968706.2656
63,1,49968707.3408
61,1,49968708.416
79,1,49968709.6192
71,1,49968710.6432
68,1,49968711.6032
74,1,49968712.7552
77,1,49968713.7792
68,1,49968714.816
69,1,49968715.8784
70,1,49968716.928
72,1,49968717.9776
67,1,49968719.0528
68,1,49968720.128
74,1,49968721.2032
75,1,49968722.2272
69,1,49968723.3152
68,1,49968724.3648
65,1,49968725.4144
68,1,49968726.5024
79,1,49968727.552
71,1,49968728.7168
68,1,49968729.728
67,1,49968730.7776
68,1,49968731.8784
67,1,49968732.9408
65,1,49968733.9648
63,1,49968735.0272
66,1,49968736.1024
79,1,49968737.1648
72,1,49968738.2272
67,1,49968739.3024
79,1,49968740.3904
84,1,49968741.4272
80,1,49968742.7584
73,1,49968743.6032
83,1,49968744.6144
79,1,49968745.728
66,1,49968746.8416
78,1,49968747.8272
80,1,49968748.928
59,1,49968749.9264
60,1,49968751.0016
71,1,49968752.0512
74,1,49968753.1392
69,1,49968754.1888
80,1,49968755.2512
78,1,49968756.3264
73,1,49968757.4016
75,1,49968758.4768
79,1,49968759.5392
80,1,49968760.7424
77,1,49968761.6768
74,1,49968762.7776
76,1,49968763.8272
75,1,49968764.8896
68,1,49968766.0032
68,1,49968766.976
74,1,49968768.0512
64,1,49968769.1264
60,1,49968770.2144
63,1,49968771.2384
83,1,49968772.3264
82,1,49968773.376
84,1,49968774.4384
62,1,49968775.5008
75,1,49968776.5504
82,1,49968777.6768
68,1,49968778.7264
74,1,49968779.8144
76,1,49968780.8896
74,1,49968781.9264
66,1,49968782.9888
69,1,49968784.0384
67,1,49968785.1136
75,1,49968786.1632
82,1,49968787.2384
59,1,49968788.3008
68,1,49968789.376
81,1,49968790.4128
71,1,49968791.5136
75,1,49968792.5632
75,1,49968793.6128
66,1,49968794.7392
71,1,49968795.8144
80,1,49968796.8384
75,1,49968797.9264
66,1,49968798.9632
68,1,49968800.064
69,1,49968801.1648
78,1,49968802.1376
81,1,49968803.2128
67,1,49968804.2752
65,1,49968805.3376
66,1,49968806.4
79,1,49968807.4624
81,1,49968808.5376
83,1,49968809.6128
80,1,49968810.688
67,1,49968811.7888
68,1,49968812.8384
72,1,49968813.9264
68,1,49968814.9248
68,1,49968816.064
79,1,49968817.0624
73,1,49968818.112
72,1,49968819.2
62,1,49968820.2752
70,1,49968821.3376
77,1,49968822.3872
74,1,49968823.4496
69,1,49968824.512
76,1,49968825.5616
72,1,49968826.7008
68,1,49968827.7376
72,1,49968828.8
79,1,49968829.888
66,0,49968830.9376
64,0,49968831.9616
64,0,49968833.0368
65,0,49968834.1248
80,0,49968835.1872
80,0,49968836.2496
80,0,49968837.312
72,0,49968838.3616
77,0,49968839.424
72,0,49968840.512
71,0,49968841.5616
72,0,49968842.7904
81,0,49968843.6864
74,0,49968844.8
78,0,49968845.8368
